Date,Strategy_Name,Portfolio_Value,Daily_Return
2020-06-01,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-02,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-03,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-04,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-05,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-08,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-09,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-10,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-11,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-12,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-15,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-16,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-17,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-18,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-19,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-22,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-23,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-24,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-25,QQQ Momentum Strategy w/ Gradient,10000.0,0.0
2020-06-26,QQQ Momentum Strategy w/ Gradient,9295.979774860525,-0.07040202251394759
2020-06-29,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-06-30,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-01,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-02,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-06,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-07,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-08,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-09,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-10,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-13,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-14,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-15,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-16,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-17,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-20,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-21,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-22,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-23,QQQ Momentum Strategy w/ Gradient,9295.979774860525,0.0
2020-07-24,QQQ Momentum Strategy w/ Gradient,9054.824112245207,-0.025941930646996923
2020-07-27,QQQ Momentum Strategy w/ Gradient,9054.824112245207,0.0
2020-07-28,QQQ Momentum Strategy w/ Gradient,8757.476586694793,-0.032838575533267356
2020-07-29,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-07-30,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-07-31,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-03,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-04,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-05,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-06,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-07,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-10,QQQ Momentum Strategy w/ Gradient,8757.476586694793,0.0
2020-08-11,QQQ Momentum Strategy w/ Gradient,8306.883121001485,-0.051452431671686505
2020-08-12,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-13,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-14,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-17,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-18,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-19,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-20,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-21,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-24,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-25,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-26,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-27,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-28,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-08-31,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-09-01,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-09-02,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-09-03,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-09-04,QQQ Momentum Strategy w/ Gradient,8306.883121001485,0.0
2020-09-08,QQQ Momentum Strategy w/ Gradient,8295.600915222072,-0.0013581755774183663
2020-09-09,QQQ Momentum Strategy w/ Gradient,8685.747056470185,0.04703048582438571
2020-09-10,QQQ Momentum Strategy w/ Gradient,8631.6514774053,-0.006228085933562777
2020-09-11,QQQ Momentum Strategy w/ Gradient,8641.213768421372,0.0011078170893603148
2020-09-14,QQQ Momentum Strategy w/ Gradient,8753.477606841221,0.012991674714738236
2020-09-15,QQQ Momentum Strategy w/ Gradient,8936.956925952865,0.020960734390666466
2020-09-16,QQQ Momentum Strategy w/ Gradient,8877.771213638183,-0.006622580012980429
2020-09-17,QQQ Momentum Strategy w/ Gradient,8947.83844307309,0.007892434683073168
2020-09-18,QQQ Momentum Strategy w/ Gradient,9109.709015059687,0.01809046654300164
2020-09-21,QQQ Momentum Strategy w/ Gradient,9055.657755445221,-0.005933368401242195
2020-09-22,QQQ Momentum Strategy w/ Gradient,9027.438775897219,-0.0031161711617287424
2020-09-23,QQQ Momentum Strategy w/ Gradient,9590.96967739604,0.062424228564520304
2020-09-24,QQQ Momentum Strategy w/ Gradient,9503.461493262885,-0.009124018433651604
2020-09-25,QQQ Momentum Strategy w/ Gradient,9398.244997317897,-0.011071386569996223
2020-09-28,QQQ Momentum Strategy w/ Gradient,9520.68225797973,0.013027672793885874
2020-09-29,QQQ Momentum Strategy w/ Gradient,9518.007561467548,-0.00028093538253941546
2020-09-30,QQQ Momentum Strategy w/ Gradient,9555.522560797135,0.003941476100677178
2020-10-01,QQQ Momentum Strategy w/ Gradient,9798.277202579093,0.025404643256025754
2020-10-02,QQQ Momentum Strategy w/ Gradient,9850.179469796523,0.005297080919875352
2020-10-05,QQQ Momentum Strategy w/ Gradient,10052.749700990558,0.02056513100245253
2020-10-06,QQQ Momentum Strategy w/ Gradient,10083.381414132067,0.003047097963504365
2020-10-07,QQQ Momentum Strategy w/ Gradient,10216.696551010371,0.01322127284518457
2020-10-08,QQQ Momentum Strategy w/ Gradient,10262.132999614249,0.004447273967374839
2020-10-09,QQQ Momentum Strategy w/ Gradient,10535.749058076226,0.02666268878723957
2020-10-12,QQQ Momentum Strategy w/ Gradient,10535.749058076226,0.0
2020-10-13,QQQ Momentum Strategy w/ Gradient,10535.749058076226,0.0
2020-10-14,QQQ Momentum Strategy w/ Gradient,10292.610147210762,-0.02307751537410488
2020-10-15,QQQ Momentum Strategy w/ Gradient,10127.28206298568,-0.016062794748899014
2020-10-16,QQQ Momentum Strategy w/ Gradient,10028.874422595625,-0.009717083001936574
2020-10-19,QQQ Momentum Strategy w/ Gradient,9881.089662245298,-0.014735926896976465
2020-10-20,QQQ Momentum Strategy w/ Gradient,9897.55307723825,0.001666153790290707
2020-10-21,QQQ Momentum Strategy w/ Gradient,9891.138841546215,-0.0006480627728874804
2020-10-22,QQQ Momentum Strategy w/ Gradient,9893.008703042575,0.00018904410567017704
2020-10-23,QQQ Momentum Strategy w/ Gradient,9904.549242141307,0.0011665348171766986
2020-10-26,QQQ Momentum Strategy w/ Gradient,9924.08761611187,0.0019726666497281026
2020-10-27,QQQ Momentum Strategy w/ Gradient,9949.75794350307,0.0025866687582969776
2020-10-28,QQQ Momentum Strategy w/ Gradient,10736.431184808687,0.07906456074333892
2020-10-29,QQQ Momentum Strategy w/ Gradient,10541.57090729653,-0.018149445952568614
2020-10-30,QQQ Momentum Strategy w/ Gradient,11161.011698748154,0.058761715582908755
2020-11-02,QQQ Momentum Strategy w/ Gradient,11130.517404370126,-0.0027322159676122673
2020-11-03,QQQ Momentum Strategy w/ Gradient,10893.565530740418,-0.021288486870940558
2020-11-04,QQQ Momentum Strategy w/ Gradient,11564.031151362191,0.0615469396801069
2020-11-05,QQQ Momentum Strategy w/ Gradient,12444.207074120004,0.0761132438366125
2020-11-06,QQQ Momentum Strategy w/ Gradient,12483.69266034223,0.003173009416111792
2020-11-09,QQQ Momentum Strategy w/ Gradient,12048.858523897856,-0.03483217252101542
2020-11-10,QQQ Momentum Strategy w/ Gradient,11899.905893919966,-0.012362385173869755
2020-11-11,QQQ Momentum Strategy w/ Gradient,12452.663548877788,0.04645059044040372
2020-11-12,QQQ Momentum Strategy w/ Gradient,12338.940967126176,-0.009132390135270372
2020-11-13,QQQ Momentum Strategy w/ Gradient,12592.776515514533,0.020571907189169306
2020-11-16,QQQ Momentum Strategy w/ Gradient,12866.151272443907,0.021708854802002638
2020-11-17,QQQ Momentum Strategy w/ Gradient,12766.172387284285,-0.007770690942656057
2020-11-18,QQQ Momentum Strategy w/ Gradient,12567.980933730338,-0.015524735805021372
2020-11-19,QQQ Momentum Strategy w/ Gradient,12819.697258918624,0.02002838216540593
2020-11-20,QQQ Momentum Strategy w/ Gradient,12654.920834368144,-0.012853378767259584
2020-11-23,QQQ Momentum Strategy w/ Gradient,12659.264119974214,0.0003432092276922996
2020-11-24,QQQ Momentum Strategy w/ Gradient,13104.48890073301,0.035169878481032965
2020-11-25,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.018533608992137258
2020-11-27,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-11-30,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-01,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-02,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-03,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-04,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-07,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-08,QQQ Momentum Strategy w/ Gradient,13347.362374060998,0.0
2020-12-09,QQQ Momentum Strategy w/ Gradient,12563.018697636673,-0.05876394559786608
2020-12-10,QQQ Momentum Strategy w/ Gradient,12708.649571830809,0.011592028771041485
2020-12-11,QQQ Momentum Strategy w/ Gradient,12627.309168217462,-0.006400397080240623
2020-12-14,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0204487266216732
2020-12-15,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-16,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-17,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-18,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-21,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-22,QQQ Momentum Strategy w/ Gradient,12885.52156136569,0.0
2020-12-23,QQQ Momentum Strategy w/ Gradient,12691.896938838434,-0.01502652582630367
2020-12-24,QQQ Momentum Strategy w/ Gradient,12691.896938838434,0.0
2020-12-28,QQQ Momentum Strategy w/ Gradient,12691.896938838434,0.0
2020-12-29,QQQ Momentum Strategy w/ Gradient,12691.896938838434,0.0
2020-12-30,QQQ Momentum Strategy w/ Gradient,12691.896938838434,0.0
2020-12-31,QQQ Momentum Strategy w/ Gradient,12691.896938838434,0.0
2021-01-04,QQQ Momentum Strategy w/ Gradient,12210.499772038165,-0.03792948911577964
2021-01-05,QQQ Momentum Strategy w/ Gradient,12517.786132568608,0.025165748025655865
2021-01-06,QQQ Momentum Strategy w/ Gradient,12166.268571533332,-0.028081448054197378
2021-01-07,QQQ Momentum Strategy w/ Gradient,12166.268571533332,0.0
2021-01-08,QQQ Momentum Strategy w/ Gradient,12166.268571533332,0.0
2021-01-11,QQQ Momentum Strategy w/ Gradient,11643.266941188565,-0.04298784193935077
2021-01-12,QQQ Momentum Strategy w/ Gradient,11602.34869306567,-0.0035143270638368015
2021-01-13,QQQ Momentum Strategy w/ Gradient,11819.812812323215,0.01874311184833768
2021-01-14,QQQ Momentum Strategy w/ Gradient,11673.269840767673,-0.012398078876744776
2021-01-15,QQQ Momentum Strategy w/ Gradient,11510.262371184052,-0.01396416529448618
2021-01-19,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.036055792641093126
2021-01-20,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.0
2021-01-21,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.0
2021-01-22,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.0
2021-01-25,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.0
2021-01-26,QQQ Momentum Strategy w/ Gradient,11925.274004484041,0.0
2021-01-27,QQQ Momentum Strategy w/ Gradient,11213.448010793116,-0.05969053569949586
2021-01-28,QQQ Momentum Strategy w/ Gradient,11348.795671888334,0.012070119820856602
2021-01-29,QQQ Momentum Strategy w/ Gradient,11095.346826282484,-0.02233266444594277
2021-02-01,QQQ Momentum Strategy w/ Gradient,11767.363693488729,0.060567450276937766
2021-02-02,QQQ Momentum Strategy w/ Gradient,11767.363693488729,0.0
2021-02-03,QQQ Momentum Strategy w/ Gradient,11635.055011066392,-0.011243697897732887
2021-02-04,QQQ Momentum Strategy w/ Gradient,11635.055011066392,0.0
2021-02-05,QQQ Momentum Strategy w/ Gradient,11635.055011066392,0.0
2021-02-08,QQQ Momentum Strategy w/ Gradient,11635.055011066392,0.0
