Date,Strategy_Name,Portfolio_Value,Total_Invested,Daily_Return
2010-02-11,TQQQ Buy and Hold,500.0,500.0,0.0
2010-02-12,TQQQ Buy and Hold,500.0,500.0,0.0
2010-02-16,TQQQ Buy and Hold,522.7272727272727,500.0,0.0454545454545455
2010-02-17,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-02-18,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-02-19,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-02-22,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-02-23,TQQQ Buy and Hold,500.0,500.0,-0.04347826086956525
2010-02-24,TQQQ Buy and Hold,522.7272727272727,500.0,0.0454545454545455
2010-02-25,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-02-26,TQQQ Buy and Hold,522.7272727272727,500.0,0.0
2010-03-01,TQQQ Buy and Hold,1067.193675889328,1000.0,0.04347826086956513
2010-03-02,TQQQ Buy and Hold,1067.193675889328,1000.0,0.0
2010-03-03,TQQQ Buy and Hold,1111.6600790513835,1000.0,0.041666666666666706
2010-03-04,TQQQ Buy and Hold,1111.6600790513835,1000.0,0.0
2010-03-05,TQQQ Buy and Hold,1156.126482213439,1000.0,0.040000000000000036
2010-03-08,TQQQ Buy and Hold,1156.126482213439,1000.0,0.0
2010-03-09,TQQQ Buy and Hold,1156.126482213439,1000.0,0.0
2010-03-10,TQQQ Buy and Hold,1200.5928853754945,1000.0,0.03846153846153849
2010-03-11,TQQQ Buy and Hold,1200.5928853754945,1000.0,0.0
2010-03-12,TQQQ Buy and Hold,1200.5928853754945,1000.0,0.0
2010-03-15,TQQQ Buy and Hold,1200.5928853754945,1000.0,0.0
2010-03-16,TQQQ Buy and Hold,1245.0592885375497,1000.0,0.03703703703703707
2010-03-17,TQQQ Buy and Hold,1245.0592885375497,1000.0,0.0
2010-03-18,TQQQ Buy and Hold,1245.0592885375497,1000.0,0.0
2010-03-19,TQQQ Buy and Hold,1245.0592885375497,1000.0,0.0
2010-03-22,TQQQ Buy and Hold,1289.525691699605,1000.0,0.035714285714285546
2010-03-23,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-24,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-25,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-26,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-29,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-30,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-03-31,TQQQ Buy and Hold,1289.525691699605,1000.0,0.0
2010-04-01,TQQQ Buy and Hold,1789.525691699605,1500.0,0.0
2010-04-05,TQQQ Buy and Hold,1851.2334741720053,1500.0,0.03448275862068969
2010-04-06,TQQQ Buy and Hold,1851.2334741720053,1500.0,0.0
2010-04-07,TQQQ Buy and Hold,1851.2334741720053,1500.0,0.0
2010-04-08,TQQQ Buy and Hold,1851.2334741720053,1500.0,0.0
2010-04-09,TQQQ Buy and Hold,1851.2334741720053,1500.0,0.0
2010-04-12,TQQQ Buy and Hold,1912.9412566444057,1500.0,0.03333333333333337
2010-04-13,TQQQ Buy and Hold,1912.9412566444057,1500.0,0.0
2010-04-14,TQQQ Buy and Hold,1974.6490391168059,1500.0,0.03225806451612906
2010-04-15,TQQQ Buy and Hold,2036.356821589206,1500.0,0.03125000000000003
2010-04-16,TQQQ Buy and Hold,1912.9412566444055,1500.0,-0.060606060606060656
2010-04-19,TQQQ Buy and Hold,1912.9412566444055,1500.0,0.0
2010-04-20,TQQQ Buy and Hold,1974.6490391168056,1500.0,0.03225806451612906
2010-04-21,TQQQ Buy and Hold,1974.6490391168056,1500.0,0.0
2010-04-22,TQQQ Buy and Hold,2036.3568215892058,1500.0,0.03125000000000003
2010-04-23,TQQQ Buy and Hold,2036.3568215892058,1500.0,0.0
2010-04-26,TQQQ Buy and Hold,2036.3568215892058,1500.0,0.0
2010-04-27,TQQQ Buy and Hold,1912.9412566444053,1500.0,-0.060606060606060656
2010-04-28,TQQQ Buy and Hold,1912.9412566444053,1500.0,0.0
2010-04-29,TQQQ Buy and Hold,2036.3568215892055,1500.0,0.06451612903225812
2010-04-30,TQQQ Buy and Hold,1912.941256644405,1500.0,-0.060606060606060656
2010-05-03,TQQQ Buy and Hold,2490.77807137487,2000.0,0.03225806451612906
2010-05-04,TQQQ Buy and Hold,2257.2676271834753,2000.0,-0.09375000000000008
2010-05-05,TQQQ Buy and Hold,2257.2676271834753,2000.0,0.0
2010-05-06,TQQQ Buy and Hold,2023.7571829920817,2000.0,-0.10344827586206887
2010-05-07,TQQQ Buy and Hold,1868.0835535311521,2000.0,-0.07692307692307698
2010-05-10,TQQQ Buy and Hold,2179.4308124530107,2000.0,0.16666666666666682
2010-05-11,TQQQ Buy and Hold,2179.4308124530107,2000.0,0.0
2010-05-12,TQQQ Buy and Hold,2257.2676271834753,2000.0,0.035714285714285546
2010-05-13,TQQQ Buy and Hold,2179.4308124530107,2000.0,-0.034482758620689495
2010-05-14,TQQQ Buy and Hold,2023.7571829920812,2000.0,-0.07142857142857148
2010-05-17,TQQQ Buy and Hold,2023.7571829920812,2000.0,0.0
2010-05-18,TQQQ Buy and Hold,1945.9203682616164,2000.0,-0.03846153846153849
2010-05-19,TQQQ Buy and Hold,1945.9203682616164,2000.0,0.0
2010-05-20,TQQQ Buy and Hold,1712.4099240702224,2000.0,-0.12
2010-05-21,TQQQ Buy and Hold,1712.4099240702224,2000.0,0.0
2010-05-24,TQQQ Buy and Hold,1790.246738800687,2000.0,0.0454545454545455
2010-05-25,TQQQ Buy and Hold,1712.4099240702221,2000.0,-0.04347826086956525
2010-05-26,TQQQ Buy and Hold,1712.4099240702221,2000.0,0.0
2010-05-27,TQQQ Buy and Hold,1868.0835535311512,2000.0,0.09090909090909087
2010-05-28,TQQQ Buy and Hold,1868.0835535311512,2000.0,0.0
2010-06-01,TQQQ Buy and Hold,2269.413405467353,2500.0,-0.04166666666666659
2010-06-02,TQQQ Buy and Hold,2466.753701594949,2500.0,0.08695652173913039
2010-06-03,TQQQ Buy and Hold,2466.753701594949,2500.0,0.0
2010-06-04,TQQQ Buy and Hold,2269.413405467353,2500.0,-0.07999999999999996
2010-06-07,TQQQ Buy and Hold,2072.073109339757,2500.0,-0.0869565217391305
2010-06-08,TQQQ Buy and Hold,2072.073109339757,2500.0,0.0
2010-06-09,TQQQ Buy and Hold,2072.073109339757,2500.0,0.0
2010-06-10,TQQQ Buy and Hold,2269.413405467353,2500.0,0.09523809523809533
2010-06-11,TQQQ Buy and Hold,2269.413405467353,2500.0,0.0
2010-06-14,TQQQ Buy and Hold,2269.413405467353,2500.0,0.0
2010-06-15,TQQQ Buy and Hold,2466.753701594949,2500.0,0.08695652173913039
2010-06-16,TQQQ Buy and Hold,2466.753701594949,2500.0,0.0
2010-06-17,TQQQ Buy and Hold,2565.423849658747,2500.0,0.040000000000000036
2010-06-18,TQQQ Buy and Hold,2565.423849658747,2500.0,0.0
2010-06-21,TQQQ Buy and Hold,2466.753701594949,2500.0,-0.03846153846153849
2010-06-22,TQQQ Buy and Hold,2368.0835535311508,2500.0,-0.040000000000000036
2010-06-23,TQQQ Buy and Hold,2368.0835535311508,2500.0,0.0
2010-06-24,TQQQ Buy and Hold,2269.4134054673527,2500.0,-0.04166666666666659
2010-06-25,TQQQ Buy and Hold,2269.4134054673527,2500.0,0.0
2010-06-28,TQQQ Buy and Hold,2269.4134054673527,2500.0,0.0
2010-06-29,TQQQ Buy and Hold,1973.402961275959,2500.0,-0.13043478260869565
2010-06-30,TQQQ Buy and Hold,1874.7328132121609,2500.0,-0.050000000000000044
2010-07-01,TQQQ Buy and Hold,2374.732813212161,3000.0,0.0
2010-07-02,TQQQ Buy and Hold,2374.732813212161,3000.0,0.0
2010-07-06,TQQQ Buy and Hold,2374.732813212161,3000.0,0.0
2010-07-07,TQQQ Buy and Hold,2624.704688287125,3000.0,0.1052631578947368
2010-07-08,TQQQ Buy and Hold,2624.704688287125,3000.0,0.0
2010-07-09,TQQQ Buy and Hold,2749.690625824607,3000.0,0.047619047619047665
2010-07-12,TQQQ Buy and Hold,2749.690625824607,3000.0,0.0
2010-07-13,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0454545454545455
2010-07-14,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0
2010-07-15,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0
2010-07-16,TQQQ Buy and Hold,2624.704688287125,3000.0,-0.0869565217391305
2010-07-19,TQQQ Buy and Hold,2749.690625824607,3000.0,0.047619047619047665
2010-07-20,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0454545454545455
2010-07-21,TQQQ Buy and Hold,2749.690625824607,3000.0,-0.04347826086956525
2010-07-22,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0454545454545455
2010-07-23,TQQQ Buy and Hold,2999.6625008995716,3000.0,0.04347826086956513
2010-07-26,TQQQ Buy and Hold,2999.6625008995716,3000.0,0.0
2010-07-27,TQQQ Buy and Hold,2999.6625008995716,3000.0,0.0
2010-07-28,TQQQ Buy and Hold,2999.6625008995716,3000.0,0.0
2010-07-29,TQQQ Buy and Hold,2874.6765633620894,3000.0,-0.04166666666666659
2010-07-30,TQQQ Buy and Hold,2874.6765633620894,3000.0,0.0
2010-08-02,TQQQ Buy and Hold,3668.126699306619,3500.0,0.08695652173913039
2010-08-03,TQQQ Buy and Hold,3521.401631334354,3500.0,-0.040000000000000036
2010-08-04,TQQQ Buy and Hold,3668.1266993066192,3500.0,0.041666666666666706
2010-08-05,TQQQ Buy and Hold,3668.1266993066192,3500.0,0.0
2010-08-06,TQQQ Buy and Hold,3668.1266993066192,3500.0,0.0
2010-08-09,TQQQ Buy and Hold,3668.1266993066192,3500.0,0.0
2010-08-10,TQQQ Buy and Hold,3668.1266993066192,3500.0,0.0
2010-08-11,TQQQ Buy and Hold,3374.67656336209,3500.0,-0.07999999999999996
2010-08-12,TQQQ Buy and Hold,3227.9514953898247,3500.0,-0.04347826086956525
2010-08-13,TQQQ Buy and Hold,3227.9514953898247,3500.0,0.0
2010-08-16,TQQQ Buy and Hold,3227.9514953898247,3500.0,0.0
2010-08-17,TQQQ Buy and Hold,3374.6765633620894,3500.0,0.0454545454545455
2010-08-18,TQQQ Buy and Hold,3374.6765633620894,3500.0,0.0
2010-08-19,TQQQ Buy and Hold,3227.9514953898242,3500.0,-0.04347826086956525
2010-08-20,TQQQ Buy and Hold,3227.9514953898242,3500.0,0.0
2010-08-23,TQQQ Buy and Hold,3081.226427417559,3500.0,-0.0454545454545455
2010-08-24,TQQQ Buy and Hold,2934.5013594452944,3500.0,-0.04761904761904753
2010-08-25,TQQQ Buy and Hold,3081.2264274175586,3500.0,0.049999999999999906
2010-08-26,TQQQ Buy and Hold,2934.501359445294,3500.0,-0.04761904761904753
2010-08-27,TQQQ Buy and Hold,3081.226427417558,3500.0,0.049999999999999906
2010-08-30,TQQQ Buy and Hold,2934.5013594452935,3500.0,-0.04761904761904753
2010-08-31,TQQQ Buy and Hold,2934.5013594452935,3500.0,0.0
2010-09-01,TQQQ Buy and Hold,3777.9514953898224,4000.0,0.09999999999999995
2010-09-02,TQQQ Buy and Hold,3777.9514953898224,4000.0,0.0
2010-09-03,TQQQ Buy and Hold,3949.676563362087,4000.0,0.0454545454545455
2010-09-07,TQQQ Buy and Hold,3949.676563362087,4000.0,0.0
2010-09-08,TQQQ Buy and Hold,4121.401631334352,4000.0,0.04347826086956513
2010-09-09,TQQQ Buy and Hold,4121.401631334352,4000.0,0.0
2010-09-10,TQQQ Buy and Hold,4121.401631334352,4000.0,0.0
2010-09-13,TQQQ Buy and Hold,4293.1266993066165,4000.0,0.041666666666666706
2010-09-14,TQQQ Buy and Hold,4464.851767278881,4000.0,0.040000000000000036
2010-09-15,TQQQ Buy and Hold,4464.851767278881,4000.0,0.0
2010-09-16,TQQQ Buy and Hold,4464.851767278881,4000.0,0.0
2010-09-17,TQQQ Buy and Hold,4636.576835251146,4000.0,0.03846153846153849
2010-09-20,TQQQ Buy and Hold,4808.301903223411,4000.0,0.03703703703703707
2010-09-21,TQQQ Buy and Hold,4808.301903223411,4000.0,0.0
2010-09-22,TQQQ Buy and Hold,4808.301903223411,4000.0,0.0
2010-09-23,TQQQ Buy and Hold,4808.301903223411,4000.0,0.0
2010-09-24,TQQQ Buy and Hold,4980.026971195674,4000.0,0.035714285714285546
2010-09-27,TQQQ Buy and Hold,4980.026971195674,4000.0,0.0
2010-09-28,TQQQ Buy and Hold,4980.026971195674,4000.0,0.0
2010-09-29,TQQQ Buy and Hold,4980.026971195674,4000.0,0.0
2010-09-30,TQQQ Buy and Hold,4808.301903223411,4000.0,-0.034482758620689495
2010-10-01,TQQQ Buy and Hold,5308.301903223411,4500.0,0.0
2010-10-04,TQQQ Buy and Hold,5118.719692394003,4500.0,-0.03571428571428574
2010-10-05,TQQQ Buy and Hold,5497.8841140528175,4500.0,0.07407407407407393
2010-10-06,TQQQ Buy and Hold,5497.8841140528175,4500.0,0.0
2010-10-07,TQQQ Buy and Hold,5497.8841140528175,4500.0,0.0
2010-10-08,TQQQ Buy and Hold,5687.466324882225,4500.0,0.03448275862068969
2010-10-11,TQQQ Buy and Hold,5687.466324882225,4500.0,0.0
2010-10-12,TQQQ Buy and Hold,5687.466324882225,4500.0,0.0
2010-10-13,TQQQ Buy and Hold,5877.048535711633,4500.0,0.03333333333333337
2010-10-14,TQQQ Buy and Hold,5877.048535711633,4500.0,0.0
2010-10-15,TQQQ Buy and Hold,6256.212957370448,4500.0,0.06451612903225812
2010-10-18,TQQQ Buy and Hold,6256.212957370448,4500.0,0.0
2010-10-19,TQQQ Buy and Hold,5877.048535711632,4500.0,-0.060606060606060656
2010-10-20,TQQQ Buy and Hold,6066.630746541039,4500.0,0.03225806451612906
2010-10-21,TQQQ Buy and Hold,6066.630746541039,4500.0,0.0
2010-10-22,TQQQ Buy and Hold,6256.212957370447,4500.0,0.03125000000000003
2010-10-25,TQQQ Buy and Hold,6256.212957370447,4500.0,0.0
2010-10-26,TQQQ Buy and Hold,6445.795168199854,4500.0,0.030303030303030328
2010-10-27,TQQQ Buy and Hold,6445.795168199854,4500.0,0.0
2010-10-28,TQQQ Buy and Hold,6445.795168199854,4500.0,0.0
2010-10-29,TQQQ Buy and Hold,6445.795168199854,4500.0,0.0
2010-11-01,TQQQ Buy and Hold,6945.795168199854,5000.0,0.0
2010-11-02,TQQQ Buy and Hold,7150.083261382202,5000.0,0.029411764705882214
2010-11-03,TQQQ Buy and Hold,7354.371354564551,5000.0,0.0285714285714286
2010-11-04,TQQQ Buy and Hold,7558.659447746901,5000.0,0.027777777777777804
2010-11-05,TQQQ Buy and Hold,7558.659447746901,5000.0,0.0
2010-11-08,TQQQ Buy and Hold,7558.659447746901,5000.0,0.0
2010-11-09,TQQQ Buy and Hold,7354.371354564551,5000.0,-0.027027027027027053
2010-11-10,TQQQ Buy and Hold,7558.659447746901,5000.0,0.027777777777777804
2010-11-11,TQQQ Buy and Hold,7354.371354564551,5000.0,-0.027027027027027053
2010-11-12,TQQQ Buy and Hold,7150.083261382203,5000.0,-0.027777777777777804
2010-11-15,TQQQ Buy and Hold,6945.795168199855,5000.0,-0.02857142857142844
2010-11-16,TQQQ Buy and Hold,6537.218981835157,5000.0,-0.058823529411764754
2010-11-17,TQQQ Buy and Hold,6741.5070750175055,5000.0,0.03125000000000003
2010-11-18,TQQQ Buy and Hold,6945.795168199854,5000.0,0.030303030303030328
2010-11-19,TQQQ Buy and Hold,6945.795168199854,5000.0,0.0
2010-11-22,TQQQ Buy and Hold,7150.083261382202,5000.0,0.029411764705882214
2010-11-23,TQQQ Buy and Hold,6945.795168199854,5000.0,-0.02857142857142844
2010-11-24,TQQQ Buy and Hold,7354.37135456455,5000.0,0.058823529411764594
2010-11-26,TQQQ Buy and Hold,7150.083261382201,5000.0,-0.027777777777777804
2010-11-29,TQQQ Buy and Hold,7150.083261382201,5000.0,0.0
