Date,Allocation
2001-02-05,"{""SQQQ"": 86.10853030565484, ""TQQQ"": 13.89146969434516}"
2001-02-06,"{""SQQQ"": 83.01105625916738, ""TQQQ"": 16.988943740832614}"
2001-02-07,"{""SQQQ"": 95.67834044222809, ""TQQQ"": 4.321659557771904}"
2001-02-08,"{""SQQQ"": 100.0}"
2001-02-09,"{""SQQQ"": 100.0}"
2001-02-12,"{""SQQQ"": 100.0}"
2001-02-13,"{""SQQQ"": 100.0}"
2001-02-14,"{""SQQQ"": 100.0}"
2001-02-15,"{""SQQQ"": 100.0}"
2001-02-16,"{""SQQQ"": 100.0}"
2001-02-20,"{""SQQQ"": 100.0}"
2001-02-21,"{""SQQQ"": 100.0}"
2001-02-22,"{""SQQQ"": 100.0}"
2001-02-23,"{""SQQQ"": 100.0}"
2001-02-26,"{""SQQQ"": 100.0}"
2001-02-27,"{""SQQQ"": 100.0}"
2001-02-28,"{""SQQQ"": 100.0}"
2001-03-01,"{""SQQQ"": 100.0}"
2001-03-02,"{""SQQQ"": 100.0}"
2001-03-05,"{""SQQQ"": 100.0}"
2001-03-06,"{""SQQQ"": 100.0}"
2001-03-07,"{""SQQQ"": 100.0}"
2001-03-08,"{""SQQQ"": 100.0}"
2001-03-09,"{""SQQQ"": 100.0}"
2001-03-12,"{""SQQQ"": 100.0}"
2001-03-13,"{""SQQQ"": 100.0}"
2001-03-14,"{""SQQQ"": 100.0}"
2001-03-15,"{""SQQQ"": 100.0}"
2001-03-16,"{""SQQQ"": 100.0}"
2001-03-19,"{""SQQQ"": 100.0}"
2001-03-20,"{""SQQQ"": 100.0}"
2001-03-21,"{""SQQQ"": 100.0}"
2001-03-22,"{""SQQQ"": 100.0}"
2001-03-23,"{""SQQQ"": 100.0}"
2001-03-26,"{""SQQQ"": 100.0}"
2001-03-27,"{""SQQQ"": 100.0}"
2001-03-28,"{""SQQQ"": 100.0}"
2001-03-29,"{""SQQQ"": 100.0}"
2001-03-30,"{""SQQQ"": 100.0}"
2001-04-02,"{""SQQQ"": 100.0}"
2001-04-03,"{""SQQQ"": 100.0}"
2001-04-04,"{""SQQQ"": 100.0}"
2001-04-05,"{""SQQQ"": 100.0}"
2001-04-06,"{""SQQQ"": 100.0}"
2001-04-09,"{""SQQQ"": 100.0}"
2001-04-10,"{""SQQQ"": 100.0}"
2001-04-11,"{""SQQQ"": 100.0}"
2001-04-12,"{""SQQQ"": 100.0}"
2001-04-16,"{""SQQQ"": 100.0}"
2001-04-17,"{""SQQQ"": 100.0}"
2001-04-18,"{""SQQQ"": 61.894747394618655, ""TQQQ"": 38.105252605381345}"
2001-04-19,"{""cash"": 100.0}"
2001-04-20,"{""cash"": 100.0}"
2001-04-23,"{""SQQQ"": 53.69347279555547, ""TQQQ"": 46.30652720444453}"
2001-04-24,"{""SQQQ"": 67.28718661959267, ""TQQQ"": 32.712813380407326}"
2001-04-25,"{""SQQQ"": 44.11121468521444, ""TQQQ"": 55.88878531478556}"
2001-04-26,"{""SQQQ"": 64.69289948291083, ""TQQQ"": 35.30710051708917}"
2001-04-27,"{""SQQQ"": 32.28164574161648, ""TQQQ"": 67.71835425838351}"
2001-04-30,"{""SQQQ"": 3.8596067750913066, ""TQQQ"": 96.14039322490869}"
2001-05-01,"{""cash"": 100.0}"
2001-05-02,"{""cash"": 100.0}"
2001-05-03,"{""cash"": 100.0}"
2001-05-04,"{""cash"": 100.0}"
2001-05-07,"{""cash"": 100.0}"
2001-05-08,"{""cash"": 100.0}"
2001-05-09,"{""cash"": 100.0}"
2001-05-10,"{""cash"": 100.0}"
2001-05-11,"{""SQQQ"": 1.4193073909442022, ""TQQQ"": 98.5806926090558}"
2001-05-14,"{""SQQQ"": 17.408916253877106, ""TQQQ"": 82.59108374612289}"
2001-05-15,"{""SQQQ"": 8.618164628240244, ""TQQQ"": 91.38183537175976}"
2001-05-16,"{""cash"": 100.0}"
2001-05-17,"{""cash"": 100.0}"
2001-05-18,"{""cash"": 100.0}"
2001-05-21,"{""cash"": 100.0}"
2001-05-22,"{""cash"": 100.0}"
2001-05-23,"{""cash"": 100.0}"
2001-05-24,"{""cash"": 100.0}"
2001-05-25,"{""cash"": 100.0}"
2001-05-29,"{""SQQQ"": 1.8743436372768985, ""TQQQ"": 98.1256563627231}"
2001-05-30,"{""SQQQ"": 40.991484351468934, ""TQQQ"": 59.008515648531066}"
2001-05-31,"{""SQQQ"": 36.163361601734245, ""TQQQ"": 63.836638398265755}"
2001-06-01,"{""SQQQ"": 8.797074456003273, ""TQQQ"": 91.20292554399673}"
2001-06-04,"{""SQQQ"": 15.213762067213477, ""TQQQ"": 84.78623793278652}"
2001-06-05,"{""cash"": 100.0}"
2001-06-06,"{""cash"": 100.0}"
2001-06-07,"{""cash"": 100.0}"
2001-06-08,"{""cash"": 100.0}"
2001-06-11,"{""SQQQ"": 24.537938069607655, ""TQQQ"": 75.46206193039234}"
2001-06-12,"{""SQQQ"": 33.142333308054994, ""TQQQ"": 66.857666691945}"
2001-06-13,"{""SQQQ"": 64.14964292384455, ""TQQQ"": 35.850357076155454}"
2001-06-14,"{""SQQQ"": 100.0}"
2001-06-15,"{""SQQQ"": 100.0}"
2001-06-18,"{""SQQQ"": 100.0}"
2001-06-19,"{""SQQQ"": 100.0}"
2001-06-20,"{""SQQQ"": 100.0}"
2001-06-21,"{""SQQQ"": 100.0}"
2001-06-22,"{""SQQQ"": 100.0}"
2001-06-25,"{""SQQQ"": 100.0}"
2001-06-26,"{""SQQQ"": 100.0}"
2001-06-27,"{""SQQQ"": 99.44872823697682, ""TQQQ"": 0.5512717630231923}"
2001-06-28,"{""SQQQ"": 86.9510577393005, ""TQQQ"": 13.048942260699503}"
2001-06-29,"{""SQQQ"": 56.373711824349456, ""TQQQ"": 43.626288175650544}"
2001-07-02,"{""SQQQ"": 60.56793925184596, ""TQQQ"": 39.432060748154036}"
2001-07-03,"{""SQQQ"": 56.62541272166717, ""TQQQ"": 43.37458727833284}"
2001-07-05,"{""SQQQ"": 100.0}"
2001-07-06,"{""SQQQ"": 100.0}"
2001-07-09,"{""SQQQ"": 100.0}"
2001-07-10,"{""SQQQ"": 100.0}"
2001-07-11,"{""SQQQ"": 100.0}"
2001-07-12,"{""SQQQ"": 92.47104247104255, ""TQQQ"": 7.528957528957443}"
2001-07-13,"{""SQQQ"": 99.96792674025069, ""TQQQ"": 0.032073259749312855}"
2001-07-16,"{""SQQQ"": 100.0}"
2001-07-17,"{""SQQQ"": 92.70725054861082, ""TQQQ"": 7.292749451389177}"
2001-07-18,"{""SQQQ"": 100.0}"
2001-07-19,"{""SQQQ"": 100.0}"
2001-07-20,"{""SQQQ"": 100.0}"
2001-07-23,"{""SQQQ"": 100.0}"
2001-07-24,"{""SQQQ"": 100.0}"
2001-07-25,"{""SQQQ"": 100.0}"
2001-07-26,"{""SQQQ"": 100.0}"
2001-07-27,"{""SQQQ"": 100.0}"
2001-07-30,"{""SQQQ"": 100.0}"
2001-07-31,"{""SQQQ"": 100.0}"
2001-08-01,"{""SQQQ"": 70.9279503389096, ""TQQQ"": 29.07204966109041}"
2001-08-02,"{""SQQQ"": 49.26736572187379, ""TQQQ"": 50.73263427812621}"
2001-08-03,"{""SQQQ"": 63.52331463510933, ""TQQQ"": 36.47668536489067}"
2001-08-06,"{""SQQQ"": 75.83494926511585, ""TQQQ"": 24.165050734884154}"
2001-08-07,"{""SQQQ"": 77.91060843370707, ""TQQQ"": 22.08939156629294}"
2001-08-08,"{""SQQQ"": 100.0}"
2001-08-09,"{""SQQQ"": 100.0}"
2001-08-10,"{""SQQQ"": 100.0}"
2001-08-13,"{""SQQQ"": 96.70249008486711, ""TQQQ"": 3.29750991513289}"
2001-08-14,"{""SQQQ"": 100.0}"
2001-08-15,"{""SQQQ"": 100.0}"
2001-08-16,"{""SQQQ"": 100.0}"
2001-08-17,"{""SQQQ"": 100.0}"
2001-08-20,"{""SQQQ"": 100.0}"
2001-08-21,"{""SQQQ"": 100.0}"
2001-08-22,"{""SQQQ"": 100.0}"
2001-08-23,"{""SQQQ"": 100.0}"
2001-08-24,"{""SQQQ"": 100.0}"
2001-08-27,"{""SQQQ"": 100.0}"
2001-08-28,"{""SQQQ"": 100.0}"
2001-08-29,"{""SQQQ"": 100.0}"
2001-08-30,"{""SQQQ"": 100.0}"
2001-08-31,"{""SQQQ"": 100.0}"
2001-09-04,"{""SQQQ"": 100.0}"
2001-09-05,"{""SQQQ"": 100.0}"
2001-09-06,"{""SQQQ"": 100.0}"
2001-09-07,"{""SQQQ"": 100.0}"
2001-09-10,"{""SQQQ"": 100.0}"
2001-09-17,"{""SQQQ"": 100.0}"
2001-09-18,"{""SQQQ"": 100.0}"
2001-09-19,"{""SQQQ"": 100.0}"
2001-09-20,"{""SQQQ"": 100.0}"
2001-09-21,"{""SQQQ"": 100.0}"
2001-09-24,"{""SQQQ"": 100.0}"
2001-09-25,"{""SQQQ"": 100.0}"
2001-09-26,"{""SQQQ"": 100.0}"
2001-09-27,"{""SQQQ"": 100.0}"
2001-09-28,"{""SQQQ"": 100.0}"
2001-10-01,"{""SQQQ"": 100.0}"
2001-10-02,"{""SQQQ"": 100.0}"
2001-10-03,"{""SQQQ"": 100.0}"
2001-10-04,"{""SQQQ"": 100.0}"
2001-10-05,"{""SQQQ"": 100.0}"
2001-10-08,"{""SQQQ"": 100.0}"
2001-10-09,"{""SQQQ"": 100.0}"
2001-10-10,"{""SQQQ"": 100.0}"
2001-10-11,"{""SQQQ"": 78.30135598942216, ""TQQQ"": 21.698644010577837}"
2001-10-12,"{""SQQQ"": 78.49814117992683, ""TQQQ"": 21.50185882007317}"
2001-10-15,"{""SQQQ"": 78.74616349061358, ""TQQQ"": 21.25383650938641}"
2001-10-16,"{""SQQQ"": 59.05518537502149, ""TQQQ"": 40.94481462497851}"
2001-10-17,"{""SQQQ"": 100.0}"
2001-10-18,"{""SQQQ"": 93.95997140814862, ""TQQQ"": 6.040028591851376}"
2001-10-19,"{""SQQQ"": 82.26928360683291, ""TQQQ"": 17.73071639316709}"
2001-10-22,"{""SQQQ"": 51.549069393649894, ""TQQQ"": 48.45093060635011}"
2001-10-23,"{""SQQQ"": 41.8399578836537, ""TQQQ"": 58.1600421163463}"
2001-10-24,"{""SQQQ"": 16.828203653943163, ""TQQQ"": 83.17179634605684}"
2001-10-25,"{""cash"": 100.0}"
2001-10-26,"{""cash"": 100.0}"
2001-10-29,"{""SQQQ"": 47.235590441180754, ""TQQQ"": 52.764409558819246}"
2001-10-30,"{""SQQQ"": 62.567324955116554, ""TQQQ"": 37.432675044883446}"
2001-10-31,"{""SQQQ"": 44.01297586108193, ""TQQQ"": 55.98702413891807}"
2001-11-01,"{""cash"": 100.0}"
2001-11-02,"{""cash"": 100.0}"
2001-11-05,"{""cash"": 100.0}"
2001-11-06,"{""cash"": 100.0}"
2001-11-07,"{""cash"": 100.0}"
2001-11-08,"{""cash"": 100.0}"
2001-11-09,"{""cash"": 100.0}"
2001-11-12,"{""cash"": 100.0}"
2001-11-13,"{""cash"": 100.0}"
2001-11-14,"{""cash"": 100.0}"
2001-11-15,"{""cash"": 100.0}"
2001-11-16,"{""cash"": 100.0}"
2001-11-19,"{""cash"": 100.0}"
2001-11-20,"{""cash"": 100.0}"
2001-11-21,"{""cash"": 100.0}"
2001-11-23,"{""cash"": 100.0}"
2001-11-26,"{""cash"": 100.0}"
2001-11-27,"{""cash"": 100.0}"
2001-11-28,"{""cash"": 100.0}"
2001-11-29,"{""cash"": 100.0}"
2001-11-30,"{""cash"": 100.0}"
2001-12-03,"{""cash"": 100.0}"
2001-12-04,"{""cash"": 100.0}"
2001-12-05,"{""cash"": 100.0}"
2001-12-06,"{""cash"": 100.0}"
2001-12-07,"{""cash"": 100.0}"
2001-12-10,"{""cash"": 100.0}"
2001-12-11,"{""cash"": 100.0}"
2001-12-12,"{""cash"": 100.0}"
2001-12-13,"{""cash"": 100.0}"
2001-12-14,"{""cash"": 100.0}"
2001-12-17,"{""cash"": 100.0}"
2001-12-18,"{""cash"": 100.0}"
2001-12-19,"{""cash"": 100.0}"
2001-12-20,"{""SQQQ"": 29.20874797745322, ""TQQQ"": 70.79125202254679}"
2001-12-21,"{""SQQQ"": 13.57479667078093, ""TQQQ"": 86.42520332921907}"
2001-12-24,"{""SQQQ"": 20.373916840726338, ""TQQQ"": 79.62608315927366}"
2001-12-26,"{""SQQQ"": 13.514449411320317, ""TQQQ"": 86.48555058867969}"
2001-12-27,"{""SQQQ"": 8.126197029796023, ""TQQQ"": 91.87380297020398}"
2001-12-28,"{""SQQQ"": 4.044673288791955, ""TQQQ"": 95.95532671120804}"
2001-12-31,"{""SQQQ"": 43.70186761450451, ""TQQQ"": 56.29813238549549}"
2002-01-02,"{""SQQQ"": 16.290505512944662, ""TQQQ"": 83.70949448705534}"
2002-01-03,"{""cash"": 100.0}"
2002-01-04,"{""cash"": 100.0}"
2002-01-07,"{""cash"": 100.0}"
2002-01-08,"{""cash"": 100.0}"
2002-01-09,"{""SQQQ"": 6.383353141306502, ""TQQQ"": 93.6166468586935}"
2002-01-10,"{""SQQQ"": 3.3997357455026966, ""TQQQ"": 96.6002642544973}"
2002-01-11,"{""SQQQ"": 20.7579838399386, ""TQQQ"": 79.2420161600614}"
2002-01-14,"{""SQQQ"": 46.35082548062596, ""TQQQ"": 53.64917451937404}"
2002-01-15,"{""SQQQ"": 39.29635894957314, ""TQQQ"": 60.70364105042686}"
2002-01-16,"{""SQQQ"": 79.86312524818904, ""TQQQ"": 20.136874751810968}"
2002-01-17,"{""SQQQ"": 59.431357884645266, ""TQQQ"": 40.56864211535474}"
2002-01-18,"{""SQQQ"": 86.22741118789182, ""TQQQ"": 13.77258881210818}"
2002-01-22,"{""SQQQ"": 100.0}"
2002-01-23,"{""SQQQ"": 90.2180022482737, ""TQQQ"": 9.781997751726307}"
2002-01-24,"{""SQQQ"": 78.01113423778129, ""TQQQ"": 21.988865762218715}"
2002-01-25,"{""SQQQ"": 81.17291996711253, ""TQQQ"": 18.827080032887466}"
2002-01-28,"{""SQQQ"": 75.50680164663532, ""TQQQ"": 24.49319835336467}"
2002-01-29,"{""SQQQ"": 100.0}"
2002-01-30,"{""SQQQ"": 93.68566407230718, ""TQQQ"": 6.314335927692823}"
2002-01-31,"{""SQQQ"": 87.24430333962958, ""TQQQ"": 12.755696660370422}"
2002-02-01,"{""SQQQ"": 95.41568173816822, ""TQQQ"": 4.584318261831783}"
2002-02-04,"{""SQQQ"": 100.0}"
2002-02-05,"{""SQQQ"": 100.0}"
2002-02-06,"{""SQQQ"": 100.0}"
2002-02-07,"{""SQQQ"": 100.0}"
2002-02-08,"{""SQQQ"": 100.0}"
2002-02-11,"{""SQQQ"": 100.0}"
2002-02-12,"{""SQQQ"": 100.0}"
2002-02-13,"{""SQQQ"": 100.0}"
2002-02-14,"{""SQQQ"": 100.0}"
2002-02-15,"{""SQQQ"": 100.0}"
2002-02-19,"{""SQQQ"": 100.0}"
2002-02-20,"{""SQQQ"": 100.0}"
2002-02-21,"{""SQQQ"": 100.0}"
2002-02-22,"{""SQQQ"": 100.0}"
2002-02-25,"{""SQQQ"": 100.0}"
2002-02-26,"{""SQQQ"": 100.0}"
2002-02-27,"{""SQQQ"": 100.0}"
2002-02-28,"{""SQQQ"": 100.0}"
2002-03-01,"{""SQQQ"": 100.0}"
2002-03-04,"{""SQQQ"": 72.48961163919346, ""TQQQ"": 27.510388360806548}"
2002-03-05,"{""SQQQ"": 63.75187320952933, ""TQQQ"": 36.248126790470664}"
2002-03-06,"{""SQQQ"": 58.62617099741412, ""TQQQ"": 41.37382900258588}"
2002-03-07,"{""SQQQ"": 55.55826633005905, ""TQQQ"": 44.44173366994095}"
2002-03-08,"{""SQQQ"": 28.953009024686438, ""TQQQ"": 71.04699097531356}"
2002-03-11,"{""SQQQ"": 32.04037862258249, ""TQQQ"": 67.9596213774175}"
2002-03-12,"{""SQQQ"": 45.04163854448445, ""TQQQ"": 54.95836145551555}"
2002-03-13,"{""SQQQ"": 67.53582760162706, ""TQQQ"": 32.464172398372945}"
2002-03-14,"{""SQQQ"": 72.32999360477513, ""TQQQ"": 27.67000639522487}"
2002-03-15,"{""SQQQ"": 60.96320334767324, ""TQQQ"": 39.03679665232675}"
2002-03-18,"{""SQQQ"": 53.20941428189349, ""TQQQ"": 46.79058571810651}"
2002-03-19,"{""SQQQ"": 52.53588029358309, ""TQQQ"": 47.46411970641691}"
2002-03-20,"{""SQQQ"": 85.26692113327235, ""TQQQ"": 14.73307886672766}"
2002-03-21,"{""SQQQ"": 57.08646565893347, ""TQQQ"": 42.91353434106652}"
2002-03-22,"{""SQQQ"": 63.90419394567968, ""TQQQ"": 36.09580605432032}"
2002-03-25,"{""SQQQ"": 91.15007803017163, ""TQQQ"": 8.849921969828367}"
2002-03-26,"{""SQQQ"": 79.61151860907371, ""TQQQ"": 20.38848139092629}"
2002-03-27,"{""SQQQ"": 84.94774448988929, ""TQQQ"": 15.05225551011071}"
2002-03-28,"{""SQQQ"": 70.42130890709689, ""TQQQ"": 29.578691092903114}"
2002-04-01,"{""SQQQ"": 50.4863680330512, ""TQQQ"": 49.5136319669488}"
2002-04-02,"{""SQQQ"": 93.19719505848188, ""TQQQ"": 6.802804941518116}"
2002-04-03,"{""SQQQ"": 92.98472398329139, ""TQQQ"": 7.015276016708608}"
2002-04-04,"{""SQQQ"": 99.02208687430581, ""TQQQ"": 0.9779131256941881}"
2002-04-05,"{""SQQQ"": 100.0}"
2002-04-08,"{""SQQQ"": 93.63286987443531, ""TQQQ"": 6.3671301255646755}"
2002-04-09,"{""SQQQ"": 100.0}"
2002-04-10,"{""SQQQ"": 100.0}"
2002-04-11,"{""SQQQ"": 100.0}"
2002-04-12,"{""SQQQ"": 100.0}"
2002-04-15,"{""SQQQ"": 100.0}"
2002-04-16,"{""SQQQ"": 67.5572390666795, ""TQQQ"": 32.4427609333205}"
2002-04-17,"{""SQQQ"": 71.56706447665344, ""TQQQ"": 28.432935523346554}"
2002-04-18,"{""SQQQ"": 89.32069661191252, ""TQQQ"": 10.679303388087465}"
2002-04-19,"{""SQQQ"": 85.36796634193544, ""TQQQ"": 14.632033658064564}"
2002-04-22,"{""SQQQ"": 100.0}"
2002-04-23,"{""SQQQ"": 100.0}"
2002-04-24,"{""SQQQ"": 100.0}"
2002-04-25,"{""SQQQ"": 100.0}"
2002-04-26,"{""SQQQ"": 100.0}"
2002-04-29,"{""SQQQ"": 100.0}"
2002-04-30,"{""SQQQ"": 100.0}"
2002-05-01,"{""SQQQ"": 100.0}"
2002-05-02,"{""SQQQ"": 100.0}"
2002-05-03,"{""SQQQ"": 100.0}"
2002-05-06,"{""SQQQ"": 100.0}"
2002-05-07,"{""SQQQ"": 100.0}"
2002-05-08,"{""SQQQ"": 100.0}"
2002-05-09,"{""SQQQ"": 100.0}"
2002-05-10,"{""SQQQ"": 100.0}"
2002-05-13,"{""SQQQ"": 100.0}"
2002-05-14,"{""SQQQ"": 100.0}"
2002-05-15,"{""SQQQ"": 90.70399285668138, ""TQQQ"": 9.296007143318615}"
2002-05-16,"{""SQQQ"": 86.5697051096268, ""TQQQ"": 13.430294890373206}"
2002-05-17,"{""SQQQ"": 81.81598005741776, ""TQQQ"": 18.184019942582243}"
2002-05-20,"{""SQQQ"": 99.47136851218248, ""TQQQ"": 0.5286314878175241}"
2002-05-21,"{""SQQQ"": 100.0}"
2002-05-22,"{""SQQQ"": 100.0}"
2002-05-23,"{""SQQQ"": 94.16967487377508, ""TQQQ"": 5.830325126224917}"
2002-05-24,"{""SQQQ"": 100.0}"
2002-05-28,"{""SQQQ"": 100.0}"
2002-05-29,"{""SQQQ"": 100.0}"
2002-05-30,"{""SQQQ"": 100.0}"
2002-05-31,"{""SQQQ"": 100.0}"
2002-06-03,"{""SQQQ"": 100.0}"
2002-06-04,"{""SQQQ"": 100.0}"
2002-06-05,"{""SQQQ"": 100.0}"
2002-06-06,"{""SQQQ"": 100.0}"
2002-06-07,"{""SQQQ"": 100.0}"
2002-06-10,"{""SQQQ"": 100.0}"
2002-06-11,"{""SQQQ"": 100.0}"
2002-06-12,"{""SQQQ"": 100.0}"
2002-06-13,"{""SQQQ"": 100.0}"
2002-06-14,"{""SQQQ"": 100.0}"
2002-06-17,"{""SQQQ"": 100.0}"
2002-06-18,"{""SQQQ"": 100.0}"
2002-06-19,"{""SQQQ"": 100.0}"
2002-06-20,"{""SQQQ"": 100.0}"
2002-06-21,"{""SQQQ"": 100.0}"
2002-06-24,"{""SQQQ"": 100.0}"
2002-06-25,"{""SQQQ"": 100.0}"
2002-06-26,"{""SQQQ"": 100.0}"
2002-06-27,"{""SQQQ"": 100.0}"
2002-06-28,"{""SQQQ"": 100.0}"
2002-07-01,"{""SQQQ"": 100.0}"
2002-07-02,"{""SQQQ"": 100.0}"
2002-07-03,"{""SQQQ"": 100.0}"
2002-07-05,"{""SQQQ"": 100.0}"
2002-07-08,"{""SQQQ"": 100.0}"
2002-07-09,"{""SQQQ"": 100.0}"
2002-07-10,"{""SQQQ"": 100.0}"
2002-07-11,"{""SQQQ"": 100.0}"
2002-07-12,"{""SQQQ"": 100.0}"
2002-07-15,"{""SQQQ"": 100.0}"
2002-07-16,"{""SQQQ"": 100.0}"
2002-07-17,"{""SQQQ"": 100.0}"
2002-07-18,"{""SQQQ"": 100.0}"
2002-07-19,"{""SQQQ"": 100.0}"
2002-07-22,"{""SQQQ"": 100.0}"
2002-07-23,"{""SQQQ"": 100.0}"
2002-07-24,"{""SQQQ"": 100.0}"
2002-07-25,"{""SQQQ"": 100.0}"
2002-07-26,"{""SQQQ"": 100.0}"
2002-07-29,"{""SQQQ"": 100.0}"
2002-07-30,"{""SQQQ"": 100.0}"
2002-07-31,"{""SQQQ"": 100.0}"
2002-08-01,"{""SQQQ"": 100.0}"
2002-08-02,"{""SQQQ"": 100.0}"
2002-08-05,"{""SQQQ"": 100.0}"
2002-08-06,"{""SQQQ"": 100.0}"
2002-08-07,"{""SQQQ"": 100.0}"
2002-08-08,"{""SQQQ"": 100.0}"
2002-08-09,"{""SQQQ"": 100.0}"
2002-08-12,"{""SQQQ"": 100.0}"
2002-08-13,"{""SQQQ"": 100.0}"
2002-08-14,"{""SQQQ"": 92.91485021797372, ""TQQQ"": 7.085149782026283}"
2002-08-15,"{""SQQQ"": 69.31649331352148, ""TQQQ"": 30.68350668647853}"
2002-08-16,"{""SQQQ"": 59.573850815550266, ""TQQQ"": 40.42614918444973}"
2002-08-19,"{""SQQQ"": 32.94678848686085, ""TQQQ"": 67.05321151313916}"
2002-08-20,"{""SQQQ"": 34.88873052379253, ""TQQQ"": 65.11126947620747}"
2002-08-21,"{""SQQQ"": 10.783041665990945, ""TQQQ"": 89.21695833400905}"
2002-08-22,"{""cash"": 100.0}"
2002-08-23,"{""SQQQ"": 31.634429951258426, ""TQQQ"": 68.36557004874157}"
2002-08-26,"{""SQQQ"": 25.598620543466687, ""TQQQ"": 74.4013794565333}"
2002-08-27,"{""SQQQ"": 57.68979057591619, ""TQQQ"": 42.310209424083816}"
2002-08-28,"{""SQQQ"": 89.76530335527438, ""TQQQ"": 10.234696644725615}"
2002-08-29,"{""SQQQ"": 74.19727038966188, ""TQQQ"": 25.802729610338123}"
2002-08-30,"{""SQQQ"": 84.20356906807665, ""TQQQ"": 15.796430931923359}"
2002-09-03,"{""SQQQ"": 100.0}"
2002-09-04,"{""SQQQ"": 100.0}"
2002-09-05,"{""SQQQ"": 100.0}"
2002-09-06,"{""SQQQ"": 100.0}"
2002-09-09,"{""SQQQ"": 88.6386084743777, ""TQQQ"": 11.3613915256223}"
2002-09-10,"{""SQQQ"": 62.76610021640305, ""TQQQ"": 37.23389978359694}"
2002-09-11,"{""SQQQ"": 70.01125265571062, ""TQQQ"": 29.988747344289372}"
2002-09-12,"{""SQQQ"": 95.96995856063336, ""TQQQ"": 4.030041439366638}"
2002-09-13,"{""SQQQ"": 86.98840008754658, ""TQQQ"": 13.011599912453416}"
2002-09-16,"{""SQQQ"": 97.93670362332915, ""TQQQ"": 2.0632963766708396}"
2002-09-17,"{""SQQQ"": 100.0}"
2002-09-18,"{""SQQQ"": 100.0}"
2002-09-19,"{""SQQQ"": 100.0}"
2002-09-20,"{""SQQQ"": 100.0}"
2002-09-23,"{""SQQQ"": 100.0}"
2002-09-24,"{""SQQQ"": 100.0}"
2002-09-25,"{""SQQQ"": 100.0}"
2002-09-26,"{""SQQQ"": 100.0}"
2002-09-27,"{""SQQQ"": 100.0}"
2002-09-30,"{""SQQQ"": 100.0}"
2002-10-01,"{""SQQQ"": 98.09139714775465, ""TQQQ"": 1.90860285224536}"
2002-10-02,"{""SQQQ"": 100.0}"
2002-10-03,"{""SQQQ"": 100.0}"
2002-10-04,"{""SQQQ"": 100.0}"
2002-10-07,"{""SQQQ"": 100.0}"
2002-10-08,"{""SQQQ"": 100.0}"
2002-10-09,"{""SQQQ"": 100.0}"
2002-10-10,"{""SQQQ"": 100.0}"
2002-10-11,"{""SQQQ"": 71.00501889832078, ""TQQQ"": 28.994981101679212}"
2002-10-14,"{""SQQQ"": 59.69945838790757, ""TQQQ"": 40.30054161209243}"
2002-10-15,"{""SQQQ"": 14.286660718860366, ""TQQQ"": 85.71333928113964}"
2002-10-16,"{""SQQQ"": 48.97557270784381, ""TQQQ"": 51.02442729215619}"
2002-10-17,"{""SQQQ"": 15.66027411767813, ""TQQQ"": 84.33972588232187}"
2002-10-18,"{""SQQQ"": 4.4086894373220336, ""TQQQ"": 95.59131056267796}"
2002-10-21,"{""cash"": 100.0}"
2002-10-22,"{""cash"": 100.0}"
2002-10-23,"{""cash"": 100.0}"
2002-10-24,"{""SQQQ"": 0.280130522353228, ""TQQQ"": 99.71986947764677}"
2002-10-25,"{""cash"": 100.0}"
2002-10-28,"{""cash"": 100.0}"
2002-10-29,"{""SQQQ"": 1.5539546803583715, ""TQQQ"": 98.44604531964163}"
2002-10-30,"{""cash"": 100.0}"
2002-10-31,"{""cash"": 100.0}"
2002-11-01,"{""cash"": 100.0}"
2002-11-04,"{""cash"": 100.0}"
2002-11-05,"{""cash"": 100.0}"
2002-11-06,"{""cash"": 100.0}"
2002-11-07,"{""cash"": 100.0}"
2002-11-08,"{""cash"": 100.0}"
2002-11-11,"{""cash"": 100.0}"
2002-11-12,"{""cash"": 100.0}"
2002-11-13,"{""cash"": 100.0}"
2002-11-14,"{""cash"": 100.0}"
2002-11-15,"{""cash"": 100.0}"
2002-11-18,"{""cash"": 100.0}"
2002-11-19,"{""cash"": 100.0}"
2002-11-20,"{""cash"": 100.0}"
2002-11-21,"{""cash"": 100.0}"
2002-11-22,"{""cash"": 100.0}"
2002-11-25,"{""cash"": 100.0}"
2002-11-26,"{""cash"": 100.0}"
2002-11-27,"{""cash"": 100.0}"
2002-11-29,"{""cash"": 100.0}"
2002-12-02,"{""cash"": 100.0}"
2002-12-03,"{""cash"": 100.0}"
2002-12-04,"{""cash"": 100.0}"
2002-12-05,"{""cash"": 100.0}"
2002-12-06,"{""cash"": 100.0}"
2002-12-09,"{""SQQQ"": 24.589427240787654, ""TQQQ"": 75.41057275921234}"
2002-12-10,"{""SQQQ"": 13.182395260262314, ""TQQQ"": 86.81760473973769}"
2002-12-11,"{""SQQQ"": 11.44359340516673, ""TQQQ"": 88.55640659483328}"
2002-12-12,"{""SQQQ"": 9.638500650731185, ""TQQQ"": 90.36149934926881}"
2002-12-13,"{""SQQQ"": 46.25407822129134, ""TQQQ"": 53.74592177870866}"
2002-12-16,"{""SQQQ"": 18.17503729487826, ""TQQQ"": 81.82496270512173}"
2002-12-17,"{""SQQQ"": 19.71003385067378, ""TQQQ"": 80.28996614932622}"
