Date,Strategy_Name,Portfolio_Value,Daily_Return
2011-01-03,Adaptive Simple SMA 30,10000.0,0.0
2011-01-04,Adaptive Simple SMA 30,10000.0,0.0
2011-01-05,Adaptive Simple SMA 30,10250.0,0.024999999999999883
2011-01-06,Adaptive Simple SMA 30,10500.0,0.024390243902439046
2011-01-07,Adaptive Simple SMA 30,10250.0,-0.023809523809523832
2011-01-10,Adaptive Simple SMA 30,10500.0,0.024390243902439046
2011-01-11,Adaptive Simple SMA 30,10500.0,0.0
2011-01-12,Adaptive Simple SMA 30,10750.0,0.023809523809523832
2011-01-13,Adaptive Simple SMA 30,10750.0,0.0
2011-01-14,Adaptive Simple SMA 30,11000.0,0.023255813953488393
2011-01-18,Adaptive Simple SMA 30,11000.0,0.0
2011-01-19,Adaptive Simple SMA 30,10750.0,-0.02272727272727275
2011-01-20,Adaptive Simple SMA 30,10500.0,-0.023255813953488393
2011-01-21,Adaptive Simple SMA 30,10250.0,-0.023809523809523832
2011-01-24,Adaptive Simple SMA 30,10750.0,0.04878048780487809
2011-01-25,Adaptive Simple SMA 30,10750.0,0.0
2011-01-26,Adaptive Simple SMA 30,10750.0,0.0
2011-01-27,Adaptive Simple SMA 30,11000.0,0.023255813953488393
2011-01-28,Adaptive Simple SMA 30,10250.0,-0.06818181818181825
2011-01-31,Adaptive Simple SMA 30,10500.0,0.024390243902439046
2011-02-01,Adaptive Simple SMA 30,11000.0,0.047619047619047665
2011-02-02,Adaptive Simple SMA 30,11000.0,0.0
2011-02-03,Adaptive Simple SMA 30,11000.0,0.0
2011-02-04,Adaptive Simple SMA 30,11250.0,0.02272727272727275
2011-02-07,Adaptive Simple SMA 30,11250.0,0.0
2011-02-08,Adaptive Simple SMA 30,11500.0,0.02222222222222224
2011-02-09,Adaptive Simple SMA 30,11500.0,0.0
2011-02-10,Adaptive Simple SMA 30,11500.0,0.0
2011-02-11,Adaptive Simple SMA 30,11749.999999999998,0.021739130434782507
2011-02-14,Adaptive Simple SMA 30,11749.999999999998,0.0
2011-02-15,Adaptive Simple SMA 30,11749.999999999998,0.0
2011-02-16,Adaptive Simple SMA 30,11999.999999999996,0.02127659574468087
2011-02-17,Adaptive Simple SMA 30,11999.999999999996,0.0
2011-02-18,Adaptive Simple SMA 30,11999.999999999996,0.0
2011-02-22,Adaptive Simple SMA 30,10999.999999999998,-0.0833333333333333
2011-02-23,Adaptive Simple SMA 30,10910.852713178292,-0.008104298801973235
2011-02-24,Adaptive Simple SMA 30,10967.054263565891,0.005150976909413966
2011-02-25,Adaptive Simple SMA 30,11120.155038759689,0.01396006361547975
2011-02-28,Adaptive Simple SMA 30,11120.155038759689,0.0
2011-03-01,Adaptive Simple SMA 30,10625.925925925925,-0.04444444444444448
2011-03-02,Adaptive Simple SMA 30,10680.388960894437,0.005125486037469055
2011-03-03,Adaptive Simple SMA 30,10890.728958014217,0.019694039036398884
2011-03-04,Adaptive Simple SMA 30,10890.728958014217,0.0
2011-03-07,Adaptive Simple SMA 30,10417.219003317945,-0.04347826086956525
2011-03-08,Adaptive Simple SMA 30,10459.312474343298,0.004040758959943725
2011-03-09,Adaptive Simple SMA 30,10387.936588691611,-0.006824146981627307
2011-03-10,Adaptive Simple SMA 30,10226.88330824678,-0.015503875968992168
2011-03-11,Adaptive Simple SMA 30,10290.938590241884,0.006263421617752224
2011-03-14,Adaptive Simple SMA 30,10254.335571958967,-0.003556820202738676
2011-03-15,Adaptive Simple SMA 30,10107.923498827302,-0.014278065322148925
2011-03-16,Adaptive Simple SMA 30,9864.513427245909,-0.024081115335868156
2011-03-17,Adaptive Simple SMA 30,9956.0209729532,0.00927643784786642
2011-03-18,Adaptive Simple SMA 30,9919.417954670285,-0.003676470588235216
2011-03-21,Adaptive Simple SMA 30,10109.75364974145,0.019188191881918802
2011-03-22,Adaptive Simple SMA 30,10091.452140599991,-0.0018102824040550582
2011-03-23,Adaptive Simple SMA 30,10148.186818938511,0.005622052956111756
2011-03-24,Adaptive Simple SMA 30,10329.371759438945,0.01785392245265996
2011-03-25,Adaptive Simple SMA 30,10354.993872236986,0.002480510276399727
2011-03-28,Adaptive Simple SMA 30,10298.259193898468,-0.005478967833156507
2011-03-29,Adaptive Simple SMA 30,10397.087343262341,0.00959658787986492
2011-03-30,Adaptive Simple SMA 30,10638.88007217542,0.023255813953488393
2011-03-31,Adaptive Simple SMA 30,10638.88007217542,0.0
2011-04-01,Adaptive Simple SMA 30,10638.88007217542,0.0
2011-04-04,Adaptive Simple SMA 30,10638.88007217542,0.0
2011-04-05,Adaptive Simple SMA 30,10397.087343262343,-0.02272727272727275
2011-04-06,Adaptive Simple SMA 30,10638.880072175421,0.023255813953488393
2011-04-07,Adaptive Simple SMA 30,10638.880072175421,0.0
2011-04-08,Adaptive Simple SMA 30,10397.087343262345,-0.02272727272727275
2011-04-11,Adaptive Simple SMA 30,10397.087343262345,0.0
2011-04-12,Adaptive Simple SMA 30,10155.294614349266,-0.023255813953488393
2011-04-13,Adaptive Simple SMA 30,10242.169349955891,0.00855462484405639
2011-04-14,Adaptive Simple SMA 30,10242.169349955891,0.0
2011-04-15,Adaptive Simple SMA 30,10003.979365073195,-0.023255813953488393
